x;y;u;v;column;row
0.3793;1.0000;0.3768;0.9896;11;19
0.4138;1.0000;0.4114;0.9896;12;19
0.4483;1.0000;0.4460;0.9895;13;19
0.4828;1.0000;0.4806;0.9896;14;19
0.5172;1.0000;0.5152;0.9896;15;19
0.5517;1.0000;0.5499;0.9897;16;19
0.5862;1.0000;0.5846;0.9897;17;19
0.6207;1.0000;0.6192;0.9896;18;19
0.6552;1.0000;0.6539;0.9895;19;19
0.6897;1.0000;0.6886;0.9893;20;19
0.7241;1.0000;0.7232;0.9890;21;19
0.7586;1.0000;0.7579;0.9887;22;19
0.7931;1.0000;0.7926;0.9884;23;19
0.8276;1.0000;0.8273;0.9882;24;19
0.8621;1.0000;0.8621;0.9881;25;19
0.8966;1.0000;0.8969;0.9880;26;19
0.9310;1.0000;0.9318;0.9879;27;19
0.9655;1.0000;0.9667;0.9877;28;19
1.0000;1.0000;1.0015;0.9869;29;19
